station,event_id,start_idx,core_start_idx,core_end_idx,onset_steps,core_steps,recovery_steps,end_idx,start_time,core_start_time,core_end_time,end_time,duration_steps,core_duration_steps,min_speed,mean_speed,max_occ
400238,0,1616,1620,1622,4,3,4,1626,2025-01-06 15:20:00,2025-01-06 15:40:00,2025-01-06 15:50:00,2025-01-06 16:10:00,11,3,39.3,50.472727272727276,0.1615
400238,1,1806,1825,1825,19,1,32,1857,2025-01-07 07:10:00,2025-01-07 08:45:00,2025-01-07 08:45:00,2025-01-07 11:25:00,52,1,43.9,55.60961538461538,0.1368
400238,2,1890,1895,1895,5,1,4,1899,2025-01-07 14:10:00,2025-01-07 14:35:00,2025-01-07 14:35:00,2025-01-07 14:55:00,10,1,56.1,58.94999999999999,0.1006
400238,3,1925,1930,1933,5,4,5,1938,2025-01-07 17:05:00,2025-01-07 17:30:00,2025-01-07 17:45:00,2025-01-07 18:10:00,14,4,50.0,54.228571428571435,0.0981
400238,4,2082,2115,2116,33,2,25,2141,2025-01-08 06:10:00,2025-01-08 08:55:00,2025-01-08 09:00:00,2025-01-08 11:05:00,60,2,38.7,52.53,0.1438
400238,5,2164,2186,2186,22,1,18,2204,2025-01-08 13:00:00,2025-01-08 14:50:00,2025-01-08 14:50:00,2025-01-08 16:20:00,41,1,47.5,55.63902439024391,0.1379
400238,6,2206,2222,2223,16,2,7,2230,2025-01-08 16:30:00,2025-01-08 17:50:00,2025-01-08 17:55:00,2025-01-08 18:30:00,25,2,45.7,54.776,0.1225
400238,7,2382,2431,2431,49,1,8,2439,2025-01-09 07:10:00,2025-01-09 11:15:00,2025-01-09 11:15:00,2025-01-09 11:55:00,58,1,37.7,55.05862068965517,0.2033
400238,8,2459,2474,2474,15,1,3,2477,2025-01-09 13:35:00,2025-01-09 14:50:00,2025-01-09 14:50:00,2025-01-09 15:05:00,19,1,47.5,56.73684210526316,0.1242
400238,9,2482,2498,2498,16,1,6,2504,2025-01-09 15:30:00,2025-01-09 16:50:00,2025-01-09 16:50:00,2025-01-09 17:20:00,23,1,46.2,55.560869565217395,0.1185
400238,10,2505,2512,2516,7,5,5,2521,2025-01-09 17:25:00,2025-01-09 18:00:00,2025-01-09 18:20:00,2025-01-09 18:45:00,17,5,23.9,38.94117647058823,0.2382
400238,11,2771,2784,2786,13,3,17,2803,2025-01-10 15:35:00,2025-01-10 16:40:00,2025-01-10 16:50:00,2025-01-10 18:15:00,33,3,47.0,55.54848484848485,0.1376
400238,12,3535,3555,3557,20,3,19,3576,2025-01-13 07:15:00,2025-01-13 08:55:00,2025-01-13 09:05:00,2025-01-13 10:40:00,42,3,42.4,53.935714285714276,0.1476
400238,13,3622,3645,3645,23,1,7,3652,2025-01-13 14:30:00,2025-01-13 16:25:00,2025-01-13 16:25:00,2025-01-13 17:00:00,31,1,35.8,54.00322580645161,0.1777
400238,14,3815,3859,3860,44,2,16,3876,2025-01-14 06:35:00,2025-01-14 10:15:00,2025-01-14 10:20:00,2025-01-14 11:40:00,62,2,28.9,46.30967741935483,0.2324
400238,15,3905,3948,3949,43,2,6,3955,2025-01-14 14:05:00,2025-01-14 17:40:00,2025-01-14 17:45:00,2025-01-14 18:15:00,51,2,32.7,50.68039215686275,0.1847
400238,16,4097,4236,4237,139,2,17,4254,2025-01-15 06:05:00,2025-01-15 17:40:00,2025-01-15 17:45:00,2025-01-15 19:10:00,158,2,31.3,50.584810126582276,0.2235
400238,17,4397,4424,4426,27,3,12,4438,2025-01-16 07:05:00,2025-01-16 09:20:00,2025-01-16 09:30:00,2025-01-16 10:30:00,42,3,32.5,50.11904761904762,0.2353
400238,18,4493,4504,4504,11,1,6,4510,2025-01-16 15:05:00,2025-01-16 16:00:00,2025-01-16 16:00:00,2025-01-16 16:30:00,18,1,47.4,56.41111111111112,0.1146
400238,19,4517,4527,4527,10,1,8,4535,2025-01-16 17:05:00,2025-01-16 17:55:00,2025-01-16 17:55:00,2025-01-16 18:35:00,19,1,38.7,52.68421052631578,0.1389
400238,20,4690,4706,4707,16,2,10,4717,2025-01-17 07:40:00,2025-01-17 09:00:00,2025-01-17 09:05:00,2025-01-17 09:55:00,28,2,47.3,57.45357142857143,0.1237
400238,21,4755,4784,4784,29,1,17,4801,2025-01-17 13:05:00,2025-01-17 15:30:00,2025-01-17 15:30:00,2025-01-17 16:55:00,47,1,42.0,54.802127659574474,0.1447
400238,22,4803,4807,4807,4,1,13,4820,2025-01-17 17:05:00,2025-01-17 17:25:00,2025-01-17 17:25:00,2025-01-17 18:30:00,18,1,51.3,56.56111111111111,0.1131
400238,23,5599,5606,5608,7,3,32,5640,2025-01-20 11:40:00,2025-01-21 08:35:00,2025-01-21 08:45:00,2025-01-21 11:25:00,42,3,30.2,44.37142857142857,0.2251
400238,24,5678,5691,5692,13,2,15,5707,2025-01-21 14:35:00,2025-01-21 15:40:00,2025-01-21 15:45:00,2025-01-21 17:00:00,30,2,23.3,50.45666666666666,0.2619
400238,25,5870,5905,5910,35,6,24,5934,2025-01-22 06:35:00,2025-01-22 09:35:00,2025-01-22 10:00:00,2025-01-22 12:00:00,65,6,28.8,47.75692307692307,0.2279
400238,26,5938,5986,5986,48,1,30,6016,2025-01-22 12:20:00,2025-01-22 16:20:00,2025-01-22 16:20:00,2025-01-22 18:50:00,79,1,49.5,55.79873417721518,0.1121
400238,27,6158,6190,6191,32,2,21,6212,2025-01-23 06:40:00,2025-01-23 09:20:00,2025-01-23 09:25:00,2025-01-23 11:10:00,55,2,34.6,52.96909090909092,0.2096
400238,28,6233,6248,6249,15,2,8,6257,2025-01-23 12:55:00,2025-01-23 14:45:00,2025-01-23 14:50:00,2025-01-23 15:30:00,25,2,48.6,57.652,0.1369
400238,29,6258,6261,6261,3,1,4,6265,2025-01-23 15:35:00,2025-01-23 15:50:00,2025-01-23 15:50:00,2025-01-23 16:10:00,8,1,50.0,56.2375,0.1179
400238,30,6275,6283,6285,8,3,8,6293,2025-01-23 17:00:00,2025-01-23 17:40:00,2025-01-23 17:50:00,2025-01-23 18:30:00,19,3,51.0,54.79473684210526,0.1194
400238,31,6523,6543,6543,20,1,14,6557,2025-01-24 13:40:00,2025-01-24 15:20:00,2025-01-24 15:20:00,2025-01-24 16:30:00,35,1,48.4,56.762857142857136,0.13
400238,32,6558,6560,6560,2,1,9,6569,2025-01-24 16:35:00,2025-01-24 16:45:00,2025-01-24 16:45:00,2025-01-24 17:30:00,12,1,47.2,54.525000000000006,0.1456
400238,33,7315,7326,7330,11,5,10,7340,2025-01-27 08:15:00,2025-01-27 09:10:00,2025-01-27 09:30:00,2025-01-27 10:20:00,26,5,31.6,43.93076923076923,0.185
400238,34,7422,7436,7438,14,3,1,7439,2025-01-27 17:10:00,2025-01-27 18:20:00,2025-01-27 18:30:00,2025-01-27 19:10:00,18,3,27.7,46.10555555555555,0.2086
400238,35,7578,7600,7601,22,2,30,7631,2025-01-28 06:45:00,2025-01-28 08:35:00,2025-01-28 08:40:00,2025-01-28 11:10:00,54,2,32.7,51.05185185185187,0.2055
400238,36,7657,7665,7666,8,2,13,7679,2025-01-28 13:20:00,2025-01-28 14:00:00,2025-01-28 14:05:00,2025-01-28 15:10:00,23,2,46.1,57.747826086956536,0.1314
400238,37,7688,7718,7721,30,4,4,7725,2025-01-28 15:55:00,2025-01-28 18:25:00,2025-01-28 18:40:00,2025-01-28 19:00:00,38,4,20.2,35.18421052631578,0.2811
400238,38,7865,7883,7883,18,1,39,7922,2025-01-29 06:40:00,2025-01-29 08:10:00,2025-01-29 08:10:00,2025-01-29 11:25:00,58,1,50.0,56.189655172413794,0.1262
400238,39,7951,7970,7972,19,3,16,7988,2025-01-29 13:50:00,2025-01-29 15:25:00,2025-01-29 15:35:00,2025-01-29 16:55:00,38,3,32.5,53.392105263157895,0.1771
400238,40,7989,7996,7996,7,1,3,7999,2025-01-29 17:00:00,2025-01-29 17:35:00,2025-01-29 17:35:00,2025-01-29 17:50:00,11,1,49.9,54.47272727272727,0.1113
400238,41,8153,8193,8194,40,2,17,8211,2025-01-30 06:40:00,2025-01-30 10:00:00,2025-01-30 10:05:00,2025-01-30 11:30:00,59,2,38.7,53.30677966101695,0.1631
400238,42,8245,8268,8269,23,2,19,8288,2025-01-30 14:20:00,2025-01-30 16:15:00,2025-01-30 16:20:00,2025-01-30 17:55:00,44,2,37.9,54.23636363636365,0.1671
400238,43,8449,8465,8466,16,2,13,8479,2025-01-31 07:20:00,2025-01-31 08:40:00,2025-01-31 08:45:00,2025-01-31 09:50:00,31,2,41.7,54.48387096774193,0.144
400238,44,8520,8548,8550,28,3,43,8593,2025-01-31 13:15:00,2025-01-31 15:35:00,2025-01-31 15:45:00,2025-01-31 19:20:00,74,3,27.0,49.4554054054054,0.1899
400363,45,374,399,399,25,1,10,409,2025-01-02 07:10:00,2025-01-02 09:15:00,2025-01-02 09:15:00,2025-01-02 10:05:00,36,1,55.9,58.60277777777779,0.0988
400363,46,410,414,414,4,1,3,417,2025-01-02 10:10:00,2025-01-02 10:30:00,2025-01-02 10:30:00,2025-01-02 10:45:00,8,1,54.4,57.9,0.1045
400363,47,1513,1538,1542,25,5,16,1558,2025-01-06 06:45:00,2025-01-06 08:50:00,2025-01-06 09:10:00,2025-01-06 10:30:00,46,5,26.3,50.61521739130434,0.2438
400363,48,1576,1579,1579,3,1,8,1587,2025-01-06 12:00:00,2025-01-06 12:15:00,2025-01-06 12:15:00,2025-01-06 12:55:00,12,1,30.4,49.51666666666667,0.227
400363,49,1795,1828,1832,33,5,27,1859,2025-01-07 06:15:00,2025-01-07 09:00:00,2025-01-07 09:20:00,2025-01-07 11:35:00,65,5,25.5,50.48153846153846,0.2859
400363,50,2074,2151,2153,77,3,36,2189,2025-01-08 05:30:00,2025-01-08 11:55:00,2025-01-08 12:05:00,2025-01-08 15:05:00,116,3,14.9,45.703448275862065,0.2844
400363,51,2369,2405,2407,36,3,22,2429,2025-01-09 06:05:00,2025-01-09 09:05:00,2025-01-09 09:15:00,2025-01-09 11:05:00,61,3,25.3,45.48688524590164,0.2531
400363,52,2658,2665,2669,7,5,36,2705,2025-01-10 06:10:00,2025-01-10 06:45:00,2025-01-10 07:05:00,2025-01-10 10:05:00,48,5,6.4,35.02916666666667,0.5025
400363,53,3072,3078,3082,6,5,16,3098,2025-01-11 16:40:00,2025-01-11 17:10:00,2025-01-11 17:30:00,2025-01-11 18:50:00,27,5,14.1,33.94444444444444,0.3338
400363,54,3523,3554,3555,31,2,28,3583,2025-01-13 06:15:00,2025-01-13 08:50:00,2025-01-13 08:55:00,2025-01-13 11:15:00,61,2,28.4,50.86557377049181,0.2405
400363,55,3811,3837,3837,26,1,42,3879,2025-01-14 06:15:00,2025-01-14 08:25:00,2025-01-14 08:25:00,2025-01-14 11:55:00,69,1,42.5,53.05072463768116,0.1532
400363,56,4090,4128,4139,38,12,63,4202,2025-01-15 05:30:00,2025-01-15 08:40:00,2025-01-15 09:35:00,2025-01-15 14:50:00,113,12,19.0,46.56283185840707,0.2911
400363,57,4387,4417,4421,30,5,33,4454,2025-01-16 06:15:00,2025-01-16 08:45:00,2025-01-16 09:05:00,2025-01-16 11:50:00,68,5,21.1,43.86617647058822,0.3121
400363,58,4689,4704,4705,15,2,32,4737,2025-01-17 07:35:00,2025-01-17 08:50:00,2025-01-17 08:55:00,2025-01-17 11:35:00,49,2,38.4,53.33877551020408,0.1778
400363,59,4800,4804,4806,4,3,7,4813,2025-01-17 16:50:00,2025-01-17 17:10:00,2025-01-17 17:20:00,2025-01-17 17:55:00,14,3,34.4,51.36428571428571,0.2685
400363,60,5596,5607,5613,11,7,38,5651,2025-01-20 11:25:00,2025-01-21 08:40:00,2025-01-21 09:10:00,2025-01-21 12:20:00,56,7,24.5,47.11071428571428,0.2622
400363,61,5864,5897,5905,33,9,67,5972,2025-01-22 06:05:00,2025-01-22 08:55:00,2025-01-22 09:35:00,2025-01-22 15:10:00,109,9,21.9,49.56605504587156,0.2786
400363,62,6152,6182,6189,30,8,35,6224,2025-01-23 06:10:00,2025-01-23 08:40:00,2025-01-23 09:15:00,2025-01-23 12:10:00,73,8,25.0,48.04931506849316,0.2656
400363,63,6432,6469,6473,37,5,19,6492,2025-01-24 06:05:00,2025-01-24 09:10:00,2025-01-24 09:30:00,2025-01-24 11:05:00,61,5,23.7,50.95737704918033,0.2893
400363,64,6775,6829,6829,54,1,42,6871,2025-01-25 10:40:00,2025-01-25 15:10:00,2025-01-25 15:10:00,2025-01-25 18:40:00,97,1,48.6,59.4742268041237,0.1114
400363,65,7289,7304,7312,15,9,35,7347,2025-01-27 06:05:00,2025-01-27 07:20:00,2025-01-27 08:00:00,2025-01-27 10:55:00,59,9,8.0,33.447457627118645,0.5015
400363,66,7567,7607,7608,40,2,36,7644,2025-01-28 05:50:00,2025-01-28 09:10:00,2025-01-28 09:15:00,2025-01-28 12:15:00,78,2,25.7,48.27307692307692,0.2482
400363,67,7861,7874,7874,13,1,57,7931,2025-01-29 06:20:00,2025-01-29 07:25:00,2025-01-29 07:25:00,2025-01-29 12:10:00,71,1,43.0,54.321126760563374,0.1619
400363,68,8146,8173,8181,27,9,39,8220,2025-01-30 06:05:00,2025-01-30 08:20:00,2025-01-30 09:00:00,2025-01-30 12:15:00,75,9,24.6,45.29333333333334,0.2758
400363,69,8450,8461,8462,11,2,46,8508,2025-01-31 07:25:00,2025-01-31 08:20:00,2025-01-31 08:25:00,2025-01-31 12:15:00,59,2,53.4,56.81016949152543,0.1057
400409,70,373,390,390,17,1,27,417,2025-01-02 07:05:00,2025-01-02 08:30:00,2025-01-02 08:30:00,2025-01-02 10:45:00,45,1,47.2,58.52222222222223,0.1405
400409,71,450,455,460,5,6,9,469,2025-01-02 13:30:00,2025-01-02 13:55:00,2025-01-02 14:20:00,2025-01-02 15:05:00,20,6,32.5,45.79,0.2174
400409,72,660,692,692,32,1,54,746,2025-01-03 07:10:00,2025-01-03 09:50:00,2025-01-03 09:50:00,2025-01-03 14:20:00,87,1,40.2,55.563218390804586,0.1601
400409,73,756,781,781,25,1,18,799,2025-01-03 15:10:00,2025-01-03 17:15:00,2025-01-03 17:15:00,2025-01-03 18:45:00,44,1,56.0,59.574999999999996,0.1131
400409,74,1512,1536,1550,24,15,11,1561,2025-01-06 06:40:00,2025-01-06 08:40:00,2025-01-06 09:50:00,2025-01-06 10:45:00,50,15,37.1,48.32,0.1915
400409,75,1578,1580,1583,2,4,9,1592,2025-01-06 12:10:00,2025-01-06 12:20:00,2025-01-06 12:35:00,2025-01-06 13:20:00,15,4,35.3,52.186666666666675,0.2233
400409,76,1611,1618,1618,7,1,12,1630,2025-01-06 14:55:00,2025-01-06 15:30:00,2025-01-06 15:30:00,2025-01-06 16:30:00,20,1,48.0,59.795,0.1512
400409,77,1631,1641,1641,10,1,10,1651,2025-01-06 16:35:00,2025-01-06 17:25:00,2025-01-06 17:25:00,2025-01-06 18:15:00,21,1,44.6,55.671428571428564,0.1674
400409,78,1794,1827,1836,33,10,62,1898,2025-01-07 06:10:00,2025-01-07 08:55:00,2025-01-07 09:40:00,2025-01-07 14:50:00,105,10,32.2,49.987619047619056,0.2041
400409,79,1900,1909,1909,9,1,11,1920,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07 15:45:00,2025-01-07 16:40:00,21,1,54.6,58.27619047619047,0.1199
400409,80,1922,1938,1939,16,2,2,1941,2025-01-07 16:50:00,2025-01-07 18:10:00,2025-01-07 18:15:00,2025-01-07 18:25:00,20,2,54.4,57.24499999999999,0.1049
400409,81,2073,2145,2152,72,8,88,2240,2025-01-08 05:25:00,2025-01-08 11:25:00,2025-01-08 12:00:00,2025-01-08 19:20:00,168,8,5.9,44.14702380952381,0.4575
400409,82,2367,2416,2420,49,5,38,2458,2025-01-09 05:55:00,2025-01-09 10:00:00,2025-01-09 10:20:00,2025-01-09 13:30:00,92,5,32.3,48.285869565217396,0.2243
400409,83,2460,2474,2474,14,1,3,2477,2025-01-09 13:40:00,2025-01-09 14:50:00,2025-01-09 14:50:00,2025-01-09 15:05:00,18,1,53.0,59.74444444444445,0.1227
400409,84,2478,2491,2492,13,2,15,2507,2025-01-09 15:10:00,2025-01-09 16:15:00,2025-01-09 16:20:00,2025-01-09 17:35:00,30,2,39.6,52.730000000000004,0.1843
400409,85,2668,2690,2697,22,8,9,2706,2025-01-10 07:00:00,2025-01-10 08:50:00,2025-01-10 09:25:00,2025-01-10 10:10:00,39,8,35.8,48.666666666666664,0.1622
400409,86,2723,2725,2725,2,1,6,2731,2025-01-10 11:35:00,2025-01-10 11:45:00,2025-01-10 11:45:00,2025-01-10 12:15:00,9,1,54.0,58.28888888888889,0.1026
400409,87,2750,2765,2766,15,2,5,2771,2025-01-10 13:50:00,2025-01-10 15:05:00,2025-01-10 15:10:00,2025-01-10 15:35:00,22,2,38.1,50.00454545454545,0.1593
400409,88,2772,2802,2804,30,3,7,2811,2025-01-10 15:40:00,2025-01-10 18:10:00,2025-01-10 18:20:00,2025-01-10 18:55:00,40,3,36.6,52.2725,0.1815
400409,89,3056,3075,3085,19,11,16,3101,2025-01-11 15:20:00,2025-01-11 16:55:00,2025-01-11 17:45:00,2025-01-11 19:05:00,46,11,26.0,46.84782608695652,0.1952
400409,90,3523,3556,3557,33,2,37,3594,2025-01-13 06:15:00,2025-01-13 09:00:00,2025-01-13 09:05:00,2025-01-13 12:10:00,72,2,32.9,48.18194444444444,0.2037
400409,91,3614,3638,3638,24,1,33,3671,2025-01-13 13:50:00,2025-01-13 15:50:00,2025-01-13 15:50:00,2025-01-13 18:35:00,58,1,41.2,56.79137931034483,0.1843
400409,92,3808,3945,3947,137,3,15,3962,2025-01-14 06:00:00,2025-01-14 17:25:00,2025-01-14 17:35:00,2025-01-14 18:50:00,155,3,33.2,51.0916129032258,0.2157
400409,93,4090,4131,4138,41,8,118,4256,2025-01-15 05:30:00,2025-01-15 08:55:00,2025-01-15 09:30:00,2025-01-15 19:20:00,167,8,27.0,46.9808383233533,0.2255
400409,94,4386,4441,4446,55,6,34,4480,2025-01-16 06:10:00,2025-01-16 10:45:00,2025-01-16 11:10:00,2025-01-16 14:00:00,95,6,6.4,43.87157894736842,0.4757
400409,95,4496,4521,4523,25,3,15,4538,2025-01-16 15:20:00,2025-01-16 17:25:00,2025-01-16 17:35:00,2025-01-16 18:50:00,43,3,53.1,59.32093023255813,0.1312
400409,96,4672,4675,4680,3,6,2,4682,2025-01-17 06:10:00,2025-01-17 06:25:00,2025-01-17 06:50:00,2025-01-17 07:00:00,11,6,57.6,59.963636363636375,0.1136
400409,97,4688,4708,4712,20,5,19,4731,2025-01-17 07:30:00,2025-01-17 09:10:00,2025-01-17 09:30:00,2025-01-17 11:05:00,44,5,35.7,46.21363636363637,0.1932
400409,98,4735,4800,4802,65,3,18,4820,2025-01-17 11:25:00,2025-01-17 16:50:00,2025-01-17 17:00:00,2025-01-17 18:30:00,86,3,27.6,52.44186046511628,0.2602
400409,99,4823,4828,4831,5,4,5,4836,2025-01-17 18:45:00,2025-01-17 19:10:00,2025-01-17 19:25:00,2025-01-17 19:50:00,14,4,54.6,59.30000000000001,0.1128
400409,100,5019,5061,5061,42,1,7,5068,2025-01-18 11:05:00,2025-01-18 14:35:00,2025-01-18 14:35:00,2025-01-18 15:10:00,50,1,55.9,60.31399999999999,0.1236
400409,101,5075,5107,5107,32,1,11,5118,2025-01-18 15:45:00,2025-01-18 18:25:00,2025-01-18 18:25:00,2025-01-18 19:20:00,44,1,54.3,58.98181818181819,0.1165
400409,102,5590,5601,5616,11,16,113,5729,2025-01-20 10:55:00,2025-01-21 08:10:00,2025-01-21 09:25:00,2025-01-21 18:50:00,140,16,32.2,52.93714285714285,0.219
400409,103,5864,5897,5906,33,10,113,6019,2025-01-22 06:05:00,2025-01-22 08:55:00,2025-01-22 09:40:00,2025-01-22 19:05:00,156,10,30.3,49.46282051282052,0.2148
400409,104,6152,6174,6196,22,23,59,6255,2025-01-23 06:10:00,2025-01-23 08:00:00,2025-01-23 09:50:00,2025-01-23 15:20:00,104,23,34.9,49.9375,0.2104
400409,105,6256,6274,6274,18,1,24,6298,2025-01-23 15:25:00,2025-01-23 16:55:00,2025-01-23 16:55:00,2025-01-23 18:55:00,43,1,30.2,49.45348837209303,0.2501
400409,106,6430,6461,6464,31,4,54,6518,2025-01-24 05:55:00,2025-01-24 08:30:00,2025-01-24 08:45:00,2025-01-24 13:15:00,89,4,36.6,54.87640449438202,0.2085
400409,107,6521,6537,6538,16,2,56,6594,2025-01-24 13:30:00,2025-01-24 14:50:00,2025-01-24 14:55:00,2025-01-24 19:35:00,74,2,42.1,55.86621621621622,0.1735
400409,108,6774,6831,6831,57,1,41,6872,2025-01-25 10:35:00,2025-01-25 15:20:00,2025-01-25 15:20:00,2025-01-25 18:45:00,99,1,44.1,57.113131313131305,0.1717
400409,109,7086,7093,7094,7,2,21,7115,2025-01-26 12:35:00,2025-01-26 13:10:00,2025-01-26 13:15:00,2025-01-26 15:00:00,30,2,57.4,60.376666666666665,0.1149
400409,110,7289,7301,7304,12,4,136,7440,2025-01-27 06:05:00,2025-01-27 07:05:00,2025-01-27 07:20:00,2025-01-27 19:15:00,152,4,5.3,48.20657894736843,0.487
400409,111,7568,7602,7614,34,13,38,7652,2025-01-28 05:55:00,2025-01-28 08:45:00,2025-01-28 09:45:00,2025-01-28 12:55:00,85,13,31.4,44.69529411764706,0.2264
400409,112,7683,7688,7689,5,2,33,7722,2025-01-28 15:30:00,2025-01-28 15:55:00,2025-01-28 16:00:00,2025-01-28 18:45:00,40,2,44.7,56.3375,0.1812
400409,113,7861,7890,7905,29,16,62,7967,2025-01-29 06:20:00,2025-01-29 08:45:00,2025-01-29 10:00:00,2025-01-29 15:10:00,107,16,34.4,48.75887850467289,0.2031
400409,114,7968,7997,7997,29,1,14,8011,2025-01-29 15:15:00,2025-01-29 17:40:00,2025-01-29 17:40:00,2025-01-29 18:50:00,44,1,52.2,58.57272727272727,0.1336
400409,115,8146,8171,8174,25,4,71,8245,2025-01-30 06:05:00,2025-01-30 08:10:00,2025-01-30 08:25:00,2025-01-30 14:20:00,100,4,32.0,48.568000000000005,0.2102
400409,116,8253,8262,8263,9,2,7,8270,2025-01-30 15:00:00,2025-01-30 15:45:00,2025-01-30 15:50:00,2025-01-30 16:25:00,18,2,54.4,59.34444444444445,0.1288
400409,117,8272,8281,8282,9,2,17,8299,2025-01-30 16:35:00,2025-01-30 17:20:00,2025-01-30 17:25:00,2025-01-30 18:50:00,28,2,44.5,57.41785714285715,0.1606
400409,118,8446,8466,8469,20,4,122,8591,2025-01-31 07:05:00,2025-01-31 08:45:00,2025-01-31 09:00:00,2025-01-31 19:10:00,146,4,35.6,51.62054794520547,0.1832
400468,119,390,395,400,5,6,17,417,2025-01-02 08:30:00,2025-01-02 08:55:00,2025-01-02 09:20:00,2025-01-02 10:45:00,28,6,41.9,49.175000000000004,0.1542
400468,120,664,670,671,6,2,3,674,2025-01-03 07:30:00,2025-01-03 08:00:00,2025-01-03 08:05:00,2025-01-03 08:20:00,11,2,45.1,55.50909090909091,0.1259
400468,121,696,704,713,8,10,5,718,2025-01-03 10:10:00,2025-01-03 10:50:00,2025-01-03 11:35:00,2025-01-03 12:00:00,23,10,41.2,48.13913043478261,0.1381
400468,122,746,750,750,4,1,12,762,2025-01-03 14:20:00,2025-01-03 14:40:00,2025-01-03 14:40:00,2025-01-03 15:40:00,17,1,44.0,51.258823529411764,0.1406
400468,123,775,780,781,5,2,15,796,2025-01-03 16:45:00,2025-01-03 17:10:00,2025-01-03 17:15:00,2025-01-03 18:30:00,22,2,41.1,53.36363636363637,0.1484
400468,124,1507,1511,1515,4,5,46,1561,2025-01-06 06:15:00,2025-01-06 06:35:00,2025-01-06 06:55:00,2025-01-06 10:45:00,55,5,33.9,41.82181818181818,0.2084
400468,125,1575,1579,1580,4,2,4,1584,2025-01-06 11:55:00,2025-01-06 12:15:00,2025-01-06 12:20:00,2025-01-06 12:40:00,10,2,41.6,52.0,0.1385
400468,126,1631,1636,1637,5,2,8,1645,2025-01-06 16:35:00,2025-01-06 17:00:00,2025-01-06 17:05:00,2025-01-06 17:45:00,15,2,43.1,51.94666666666668,0.1401
400468,127,1796,1826,1834,30,9,27,1861,2025-01-07 06:20:00,2025-01-07 08:50:00,2025-01-07 09:30:00,2025-01-07 11:45:00,66,9,33.9,42.95,0.2026
